wallet_address,twitter_handle,twitter_name,wallet_type,tier,pnl_7d,winrate_7d,followers,tags
3hsz9NU4ttgsVMTFZyfPjDctECYQMMHNkqL6Rx82gBSe,,"",smart_money,rising,4233.07,55.6%,3,"padre, smart_degen"
HiK8buhCxdD1JLKonZMp29TNpz4KD8M2gTSrxiva5JH9,,"",smart_money,rising,4213.64,60.2%,156,"axiom, photon, smart_degen"
99i9uVA7Q56bY22ajKKUfTZTgTeP5yCtVGsrG9J4pDYQ,TheRealZrool,"Zrool 尔",kol,rising,4120.97,47.1%,12053,"axiom, bullx, kol, top_followed, top_renamed"
BCnqsPEtA1TkgednYEebRpkmwFRJDCjMQcKZMMtEdArc,kreo444,"kreo",kol,rising,4102.27,41.9%,19439,"axiom, kol, launchpad_smart, padre, photon, top_followed, top_renamed"
HoeuP34HpkqB93Fahg9RJoDqajJkBKyZXGe5RcF3VQfP,,"",fresh_wallet,rising,4078.61,39.7%,7,"fresh_wallet, smart_degen"
7q15WZ4iSUDvqfs5Kdh9bfptkQhs6qKUyCUq6GY6PGxg,,"",smart_money,rising,4034.52,69.3%,179,"axiom, smart_degen"
ApeiTAjq3V9grbN2jVbmpLb59wffYmwCBKZnugyuerLZ,,"",smart_money,rising,4020.73,54.7%,41,"axiom, bullx, smart_degen"
4J4NK8h98FY9t1Dt81w9SUVwBYwwPasPx22C3yhWNX5a,,"",smart_money,rising,4016.33,22.5%,7,"smart_degen"
suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK,Cupseyy,"Cupsey",kol,rising,3980.30,51.8%,56302,"axiom, kol, launchpad_smart, photon, top_followed, top_renamed"
9Xjc2Boru1DjnX7mR4jy9i76iggJ6zb8MpYREoC5uDLY,,"",smart_money,rising,3969.87,41.8%,10,"smart_degen"
9fAHLu6DHtvxk4fMubeGNigEr1Dj1aFxeb1w2ABTLZEJ,ucsir46296722,"tommy98🉐",smart_money,rising,3968.19,55.8%,178,"smart_degen"
444444wXu2HJSN6f9MNjBEsUySmuo3KaoUvbNpq4ujkT,,"",smart_money,rising,3964.91,100.0%,95,"smart_degen"
BBPEhC7scuEMSB62obHg9rLTcXzLsZkgceix6RQmJ5GV,,"",smart_money,rising,3957.22,56.4%,18,"smart_degen"
AAMnoNo3TpezKcT7ah9puLFZ4D59muEhQHJJqpX16ccg,saracrypto_eth,"sarah milady",kol,rising,3906.87,76.9%,3188,"kol, top_followed, trojan"
DynAiW8FojJgR1BznAcxTMPWL1AzBTRCnj6osjKaoaRh,,"",smart_money,rising,3870.28,34.2%,11,"padre, smart_degen"
2NLRxmyM2Te5ZaeLELh1k2B2pFETTT2kNtAGQSbbFajP,,"",smart_money,rising,3862.93,49.4%,63,"axiom, padre, smart_degen"
2kv8X2a9bxnBM8NKLc6BBTX2z13GFNRL4oRotMUJRva9,gh0stee,"GH0STEE",kol,rising,3826.97,33.7%,12249,"axiom, kol, top_followed, top_renamed"
2F8mURrYtJaXkE5SRar4CKQmV3qk7puVg48jSbh66F3i,,"",smart_money,rising,3710.90,57.9%,7,"smart_degen"
5n593DWQkpfFgA69mS1MFWJDRZDCLcAuEsQYryqxi22Z,,"",smart_money,rising,3700.00,46.0%,221,"axiom, smart_degen"
6QAqPr36syxZ8WGDofU5pQ8kRaMM2ZQ94GVvQa8hjFu7,,"",smart_money,rising,3696.00,45.5%,9,"axiom, smart_degen"
7z6iJpR3KaEhbr9KMPa5kBm49DuYu3C99ixbPZ3roUKp,,"",smart_money,rising,3694.07,59.8%,22,"smart_degen"
9fpUmh3Tv3UCdeHLyq3o4QhkTBu5XAbEiKP9FtGaSndb,,"",smart_money,rising,3679.81,56.9%,510,"axiom, bullx, padre, smart_degen"
FL6Rn99Z9JhvdYPWNrZN2SmEgREfizHDzGUXRFqrhZRn,,"",smart_money,rising,3670.45,65.4%,19,"axiom, smart_degen"
2jrQxc8UYW7V784f8sLVnfRWr82YiQa5GhGvRAMEkHbW,,"",smart_money,rising,3654.18,60.5%,12,"smart_degen"
79DXzmd3weJPGV8aAXEQZP7Kr6iD4HKMFztjuttLW831,,"",smart_money,rising,3587.62,35.1%,16,"smart_degen"
8iCQYLBVCqMvhm1Uto384HxRyXBD7FBdsMLECWu42xY5,,"",smart_money,rising,3533.78,58.1%,9,"smart_degen"
BQVz7fQ1WsQmSTMY3umdPEPPTm1sdcBcX9sP7o6kPRmB,Limfork,"Limfork.eth",kol,rising,3350.75,39.8%,8389,"axiom, bullx, kol, launchpad_smart, top_followed, top_renamed"
HWMiyVhTeT84bNMh9miC5tnsLPf1oGNnCL7BpqDwVfDt,,"",fresh_wallet,rising,3078.59,81.0%,11,"fresh_wallet"
45ZyVpJpTEuNa1FUDNg7GgRdKhtAhySviGjSuWhojeVP,,"",fresh_wallet,rising,3046.25,66.1%,7,"fresh_wallet"
7uNaeDw7AQZG5ADjyU4hGzmcMdo1dEUdv4Ha4kVo17MY,,"",fresh_wallet,rising,2628.08,100.0%,17,"fresh_wallet"
9iaawVBEsFG35PSwd4PahwT8fYNQe9XYuRdWm872dUqY,meechie,"meechie",kol,rising,2435.57,41.8%,7547,"kol, padre, top_followed, top_renamed"
AeLaMjzxErZt4drbWVWvcxpVyo8p94xu5vrg41eZPFe3,s1mple_s1mple,"^1s1mple",kol,rising,2313.19,49.6%,9601,"axiom, gmgn, kol, top_followed, top_renamed"
G45wKGBuuHbfh2tkkNhWchfFquLM1DQ7xKs3VfygXQ5F,,"",fresh_wallet,rising,2223.51,78.6%,8,"fresh_wallet"
DZAa55HwXgv5hStwaTEJGXZz1DhHejvpb7Yr762urXam,ohzarke,"ozark",kol,rising,2143.21,32.0%,8679,"axiom, bullx, kol, top_followed, top_renamed"
5iBeTSRgoGW479RgrMmJfSvQGyji37eDfiYwzLoBkeHo,,"",fresh_wallet,rising,1849.76,58.2%,4,"fresh_wallet"
HmBmSYwYEgEZuBUYuDs9xofyqBAkw4ywugB1d7R7sTGh,TobxG,"tobx",kol,rising,1612.91,35.7%,9861,"axiom, kol, photon, top_followed, top_renamed, wash_trader"
DxM1hfY8FQ8dNGrucuJzhJcF8KRbjk8WBwrgKvQ9spPv,ResellCalendar,"RC",kol,rising,1490.58,40.0%,3731,"kol, top_followed"
8deJ9xeUvXSJwicYptA9mHsU2rN2pDx37KWzkDkEXhU6,CookerFlips,"Cooker.hl | Kms.eth | 版本之子 | Cooker",kol,rising,1486.58,73.0%,37039,"app_smart_money, axiom, gmgn, kol, photon, top_followed, top_renamed, trojan, wash_trader"
2W14ahXD3XBfWJchQ4K5NLXmguWWcTTUTuHDhEzeuvP3,VeloceSVJ,"Veloce",kol,rising,1313.53,39.2%,3526,"axiom, gmgn, kol, top_followed"
5d3jQcuUvsuHyZkhdp78FFqc7WogrzZpTtec1X9VNkuE,technoviking46,"tech",kol,rising,1284.28,49.1%,2708,"axiom, bullx, kol, photon, top_followed, top_renamed"
BWV7eawxKdtUYvQeUFRjvGzBJX3zXc6uFsEUhxjszRFf,,"",fresh_wallet,rising,1171.70,71.2%,14,"fresh_wallet"
CVtN7xVV3ed5x6kJfyKL1b57NeLe8BXKoAWzC29D3G8Q,Foliage_et,"叶子君Foliage ◎🔶",kol,rising,1077.66,62.5%,3826,"arbitrager, axiom, bullx, gmgn, kol, padre, top_followed"
AVjEtg2ECYKXYeqdRQXvaaAZBjfTjYuSMTR4WLhKoeQN,Putrickk,"Putrick",kol,rising,1055.73,38.6%,5159,"arbitrager, axiom, kol, top_followed, top_renamed"
4s2WzRLa35FB58bZY1i4CN3WoywJeuYrGYHnTKFsT23z,thejester,"jester",kol,rising,1048.17,38.2%,1158,"arbitrager, axiom, kol"
8MaVa9kdt3NW4Q5HyNAm1X5LbR8PQRVDc1W8NMVK88D5,daumenxyz,"Daumen",kol,rising,946.80,58.7%,21815,"app_smart_money, axiom, kol, padre, photon, top_followed, top_renamed"
AuC3BMhRLERR9VnhJkHRybQ7fG5dqQ18GiFUgRAvCbFu,,"",fresh_wallet,rising,924.37,80.0%,7,"fresh_wallet"
MiLSTQNcHDmZ1cHTo7fC5kvUYMFDBuEDk2HQ2hAGs3Y,MilstGuga,"Milst",kol,rising,781.76,33.3%,718,"axiom, gmgn, kol"
4dkHhXuJuo9twwmKgaxWbafx1WrhDJ1z3DW8JMNRPVeC,,"",fresh_wallet,rising,664.54,69.8%,8,"fresh_wallet"
EyQ2nDXtxfDixj6VspVuMLp228xRLSHKzmEetNJmwYFw,,"",fresh_wallet,rising,545.26,60.0%,7,"fresh_wallet"
7kuWRv5GC2CW2msTGoDAhVjLo56hyhmBLko8ejKXcbL4,,"",fresh_wallet,rising,496.95,78.8%,0,"fresh_wallet"
9jyqFiLnruggwNn4EQwBNFXwpbLM9hrA4hV59ytyAVVz,NachSOL,"Nach",kol,rising,490.96,100.0%,13494,"axiom, gmgn, kol, photon, top_followed, top_renamed"
GVxJWpMdXbu4kfT3ez7aLoPb5GRAFawvXxJkpJGdg1pW,,"",fresh_wallet,rising,490.78,70.2%,8,"fresh_wallet"
37Y6bz7AXpHHRzMHGMqGRxv8JMuHQCS2FFHrPZkUeRt2,cryptolaanie,"Laanie",kol,rising,468.62,75.0%,657,"kol, padre"
DYpVL5tct8cbu8j6aKsfa8RGnrY9EPZDrX6dwz9CZkmd,,"",fresh_wallet,rising,446.24,46.5%,52,"fresh_wallet, padre"
GpNqBiyC1K4G4fZ8gp3V2g6umUTU1ZThdLPm49YrHQg4,,"",fresh_wallet,rising,368.27,71.2%,6,"fresh_wallet"
EA4MXkyF8C2NzY8fw2acJPuarmoU271KRCCAYpLzMBJr,naughtygrimace,"Grimace",kol,rising,340.16,36.8%,2008,"axiom, kol, top_followed"
3FFZrj1fmZEohqPoEdQfzyf3LS8gjqvn5Z63HfvDSuZk,,"",fresh_wallet,rising,313.57,72.4%,5,"fresh_wallet"
2T5NgDDidkvhJQg8AHDi74uCFwgp25pYFMRZXBaCUNBH,untaxxable,"idontpaytaxes",kol,rising,305.04,74.3%,6141,"kol, padre, photon, top_followed, top_renamed"
BvK6MbsQeoeUgjq2YkWCkS981YLkMBuinfQUgPZnxd3i,,"",fresh_wallet,rising,278.74,73.5%,13,"fresh_wallet"
Bg4fcdYFydNSRT9GFF9WWbUY3wk7y6Yhe241eRL2rxL5,,"",fresh_wallet,rising,256.96,38.8%,5,"fresh_wallet"
Dxfz9VR4AcK2Hddi4bQt7hUozVYmbadSY465M4wCSyno,GR3Yapes,"GR3Y(看天意吧)",kol,rising,246.20,80.0%,97,"axiom, gmgn, kol"
5rnnetoXhHHRb2WABry8m4PYWSm2tm4M3HYMyhX4YWGz,,"",fresh_wallet,rising,234.58,23.3%,0,"fresh_wallet"
DNFdBy3bSf32XrLNnXjrGnQjG2XKhiSZnBjqYkmHnF84,,"",fresh_wallet,rising,202.47,28.1%,8,"fresh_wallet"
2tJUXKUkxxG2TushugsLDATmqXLik5y7NanBvdYabdEA,,"",fresh_wallet,rising,183.91,45.2%,0,"fresh_wallet"
9Stedf1YoctLmwP4n3yNjC3izoy4hn5mJr3xxiFhvWwN,ShiYiWeb3,"十一",kol,rising,174.02,73.3%,93,"axiom, gmgn, kol"
G5gcpoVuT5UZoHHHwng65SM3UCuFkLK74utDGn3AFw92,,"",fresh_wallet,rising,173.76,72.3%,6,"fresh_wallet"
DsCdGdDaA9rN1mbRsd2VYWsYSN5HzpRTJSNQAWpySa2X,mikeyleo_00,"Cigtoshi Nakamoto",kol,rising,138.75,100.0%,69,"kol"
4gyFNL92hgMZUb87Nv4BgfasYTZ247M2GSf8d2LS1Q99,,"",fresh_wallet,rising,119.21,78.6%,9,"fresh_wallet"
EZ9KL8uy7GW5b5S7mMp4VQyGTK9tkrVBDjLn8iyWB7z8,LennoxxCartel,"LennoX Cartel",kol,rising,113.51,75.0%,819,"gmgn, kol"
HHF8oTyhKQHTVqLdZiWgXLsgLYVkRdRrKS1rA7ePHkLQ,,"",fresh_wallet,rising,103.78,69.8%,9,"fresh_wallet"
DXorqfa1Dza9iq97LLPViJ3nU3FJLCcUWhBkv4paSvRY,,"",fresh_wallet,rising,97.26,100.0%,0,"fresh_wallet"
AutumnSuvzDnNizf3462nmM1JAEWuraLq8avxFy1t1wv,nggcaoson,"cowson (wagmi arc)",kol,rising,94.12,57.6%,203,"axiom, bullx, kol"
GtKmKbMVHQGj6zm9vdkQ2pea6ua7NAe2gQ2ogi76GrPh,,"",fresh_wallet,rising,92.30,42.9%,1,"fresh_wallet"
GTCPG27W7w7wXf6RCJ7o2WbY75sjpLRrWqHhcnhSNTv3,goodlucky1110,"Winner🔶BNB |🐬 TermMax",kol,rising,86.25,50.0%,1,"gmgn, kol"
ESwm4wTCH4aAecbxzFXW5R9fhK5hFQoec8aasFFuS8Dd,,"",fresh_wallet,rising,84.82,56.9%,7,"fresh_wallet"
9gUv2X4YqYc1wJh8q2tLBV5Z3mnN1QSJrwjzFDF9nnZn,,"",fresh_wallet,rising,74.52,93.8%,0,"fresh_wallet"
5BGiLEfrrrAHPdjomZXhXk8mu36xgSdoV38BPxwkB3mz,,"",fresh_wallet,rising,72.40,87.3%,6,"fresh_wallet"
83gEvkxaKUrzbAuszwgHTtXF7BFiZKzit9ezx9m59tH4,,"",fresh_wallet,rising,67.69,71.4%,1,"fresh_wallet"
GDW6xG2ESFiWTt6ivu7ddhtGCr7KafgoJnYMNNw96s92,,"",fresh_wallet,rising,65.97,20.0%,1,"fresh_wallet"
EEG5niVqtWBp6uQEXuJprG9a4p4ZgLpU1jczMrtiL1Mh,,"",fresh_wallet,rising,61.78,78.1%,5,"fresh_wallet"
D9QX1g5UKfq3vTRdzQuMzD4zy668axgvHhEK47LhB3x5,,"",fresh_wallet,rising,59.14,60.0%,0,"fresh_wallet"
3C8wWuqFt2zRVNj8iKauTPAFgCDPXabKCvq55C9Km8aZ,,"",fresh_wallet,rising,53.60,100.0%,0,"fresh_wallet"
EXPHYoC3xn9Vn2GcaEm3X9NSjYZmfT2KNqcMboYYFpAb,,"",fresh_wallet,rising,53.19,95.3%,4,"fresh_wallet"
ESnZgFifNQCYPE7pmbdvpqoegC6acTAXNm2s5fYHFr8f,Wahgmi,"Wag",kol,rising,48.64,100.0%,80,"kol, trojan"
7DjQs2LATbUDSv65kS3fuusheP6nCY2JGGEute1kch4K,,"",fresh_wallet,rising,48.43,93.7%,6,"fresh_wallet"
Aubj8eWM6QARN2B8y3Sa4EXPmCcB8DDEd5X2qEHPv9oc,,"",fresh_wallet,rising,45.18,66.7%,1,"fresh_wallet"
EZhDJ3KqFGqvmYS1pBYFre9zpCz4JtwQqYsVSziQCR57,,"",fresh_wallet,rising,36.21,75.0%,0,"fresh_wallet"
GAk7mKtT5mPoGKyUYTcjEuxBNxVgUju6fbySkQkCqcwQ,,"",fresh_wallet,rising,34.26,96.8%,7,"fresh_wallet"
x5ak9boRT4cMa3rLnKXD9K7NNBEpZCb1iZwsnW5pKBz,,"",fresh_wallet,rising,32.99,91.9%,8,"fresh_wallet"
9uhL5msN28kaEN9YUsb9abgXkDyQqq2QHkLWpywYrcvd,,"",fresh_wallet,rising,32.36,100.0%,0,"fresh_wallet, gmgn"
A3YUYX3srh62LnZwAVMrQRS6j7vPWw3ntVppFus1R4zY,,"",fresh_wallet,rising,30.28,72.2%,4,"fresh_wallet"
74vCzBCVVkw4hoPu5WmZFZ4TqQ9dCMZZg6zMUx9zjqBx,,"",fresh_wallet,rising,27.31,86.8%,18,"fresh_wallet"
5D3ScqGbySnYTUNjhEVKtVqN5Sc86hrW8bDQjyjmyxNG,,"",fresh_wallet,rising,23.69,89.3%,8,"fresh_wallet"
Hrk1f2nEMme9tDY5yro4itW9cN7P8K7PKyReGatf5zRb,,"",fresh_wallet,rising,21.88,92.9%,12,"fresh_wallet"
GaDHrwLXczdcGv4P8mk4uHRxpj12goVRJYsJAgBbgwLR,,"",fresh_wallet,rising,18.67,100.0%,0,"fresh_wallet"
zyncUiCSpP5zExdpvpRgx8twZ1AxTAqaeqtTVZ45ART,zyncxbt,"zync",kol,rising,17.74,50.0%,165,"kol, padre"
B8FBWeuTz859y6gNXUHxWb28wTMfmg6PtpktGKeKWMy4,,"",fresh_wallet,rising,15.31,89.7%,31,"fresh_wallet"
5Pems7uKMWD4RqLySHxFQ4573gG4GMjd6XVyV7h47z3v,,"",fresh_wallet,rising,14.00,86.8%,10,"fresh_wallet"
2Bhf9962cfeGAxysRkTVVaYMu4xwXpYSfrsA48hb2khA,,"",fresh_wallet,rising,10.70,66.0%,3,"fresh_wallet"
8v2yUb6G1pAUon1gVxnKtCrL6Xi3VpBDc7ceRYEEX1Kb,,"",fresh_wallet,rising,9.44,40.0%,5,"fresh_wallet"
DgfaNhF11oY7vFZH2fYAfdNAfhngtG5AAkbK9dmxm7G7,Nerotix3,"Nerotix",kol,rising,9.43,20.0%,281,"kol, photon"
3B4vA2R3CEcC1Am4wTjgApDWCEayD5WCtF4SyCkAGVzP,,"",fresh_wallet,rising,8.74,75.0%,0,"fresh_wallet"
HoUUdx41SAcPEsaAuFTmSKh8c3BnKAeAA6MgQwqxvYk6,,"",fresh_wallet,rising,8.43,77.8%,10,"fresh_wallet"
5iE21QXiSTrSsTJKX7KGmbPNZi5z2hksV4CoATtJRSJM,,"",fresh_wallet,rising,5.84,100.0%,0,"fresh_wallet"
88KQYk77zNpYiiygykJAZAfBGugTX2ojYmyNkFdmTmgQ,,"",fresh_wallet,rising,5.03,100.0%,0,"fresh_wallet, gmgn"
SoLoR8292gki11FuFVCYUV5XkVi3dMr9kUJD5YGbui9,solvenant,"Solvenant",kol,rising,4.32,100.0%,463,"axiom, kol, trojan"
9CaXSzCXP61xPPhMD5EWePjQLabKJ1rb8un6mX5jXNCR,,"",fresh_wallet,rising,3.20,100.0%,0,"fresh_wallet"
8eUCzNj8VzkdgEUfta1yMsQzdEfbNjwT8ST8SMCuNJvy,Stusssy78,"HG the NFT Boss",kol,rising,2.95,100.0%,51,"kol"
EDPp57DhKvtJoEydnPw2PSBfSoi4cUyq2mkrTXRkJE7X,,"",fresh_wallet,rising,2.74,34.3%,5,"fresh_wallet"
EpK4EKzwmm79xCKMGwaGfezRonLnHdn1NqRndfdDeojK,,"",fresh_wallet,rising,1.77,59.1%,0,"fresh_wallet"
AEU1T9GJhELtjAZgYiRnnrjdDbF1zo5KHejaDc4SKLXQ,profitmaxi11,"Gogola",kol,rising,1.34,57.1%,16,"kol"
E7gozEiAPNhpJsdS52amhhN2XCAqLZa7WPrhyR6C8o4S,eveningbtc,"evening",kol,rising,1.16,100.0%,1634,"axiom, kol, top_followed, top_renamed"
FEGw48SCgTEmWp8pU31SwiFR7FwhapD5BgcBZHceBKPQ,,"",fresh_wallet,rising,0.92,50.0%,0,"fresh_wallet"
CaSREkxGXg9iYwvWGHqe2VGYQPgE5Pa7eSSFTzyEohG,CoinnCorner,"Coin Corner",kol,rising,0.79,71.4%,91,"gmgn, kol, trojan"
7th6irvLyhq3TXN2KuR2si89sRgmmSGSzM7urmEagDy2,woleswoosh,"Feyber Klipin | AI & WEB3",kol,rising,0.64,100.0%,18,"kol"
BTBwsF8apFPPbj1gQfLiVrGeVpPRjNxBBiX8FL3f2msM,,"",fresh_wallet,rising,0.34,66.7%,0,"fresh_wallet"
GsFoA1moCfpUDwzUrjU69ZawebF1DbuDg63KZgNTWksC,wealthykween,"Kweenwealth#WID",kol,rising,0.22,100.0%,3,"kol"
HKChfUdYTZ8Eazykd7Tc6yh8NiUfLJUwgjhUkEqdVP4k,applez0611,"applez π²",kol,rising,0.03,50.0%,5,"kol"
BH9TgXm2Zm2xe1jgTDyjXJSi1WMb1wLDnpoaDgwEm8Fa,zohanlin,"佐哥 ZOHAN",kol,rising,0.03,100.0%,165,"gmgn, kol"
BZcoxpJMizpfAMAfULZZVG7TKoRs1A5N79eaWwUhtb64,KungfuHavestyle,"Kungfuhavestyle /",kol,rising,0.01,100.0%,24,"kol"
95T4px6LJeUcDkKdQ1m4Zt2prCVAWUsFid7VpZtksRve,,"",fresh_wallet,rising,0.01,100.0%,1,"fresh_wallet"
CyCZUxRrmZi8mXJxFy4cX6LtvCKUP3LvE1LTrE6SwRKV,Brian_Degens,"Degenerate Brian",kol,standard,0.00,0.0%,1,"gmgn, kol, trojan"
5jciv3Xy4r8QQVb8RwPCSikhikb79GcYSZhzrnioiK72,wealth_turtle,"Wealth Turtle 💰 🐢",kol,standard,0.00,0.0%,1,"kol"
B6LjJf1hVDs2c22PEUBdsCUn4cN6HYuwPJvFGFJZngvt,EpikNFT,"Epik",kol,standard,0.00,0.0%,6,"kol"
HkENCg5va6TmnpXK8fcf5ts1r9T7EXFrj4LuHzJVPxTd,WalkerHebborn,"CWH",kol,standard,0.00,0.0%,37,"kol"
6hcX7fVMzeRpW3d7XhFsxYw2CuePfgSMmouZxSiNLj1U,ataberk,"Ataberk 🧙‍♂️",kol,standard,0.00,0.0%,8465,"axiom, kol, padre, photon"
6LZm9ugoNBhwmpJfhgnMGmR7DXY7wYbWLpvGh51LGXQe,ArtDYOR,"ArtDYOR.skr",kol,standard,0.00,0.0%,13,"kol"
Arsg1Wy5oWmTW1HoVh1bVqtXJRaNf1CiAJeH2zNivPV,FutureForbesX,"BIG CUZ 🪖",kol,standard,0.00,0.0%,32,"kol"
Dsn8XkJekE72HLw6HihiRXHjBBBUVV6jfSpoSXvETVK,wangzai5680,"旺仔",kol,standard,0.00,0.0%,15,"kol"
ART5dr4bDic2sQVZoFheEmUxwQq5VGSx9he7JxHcXNQD,solanapoet,"degen poet",kol,standard,0.00,0.0%,374,"kol"
6G8je2ZvN9fhZuMKvYc9Mu235cEMkgxri8WxfF6qts53,saracrypto_eth,"sarah milady",kol,standard,0.00,100.0%,777,"kol, trojan"
DX4P3qZSQsXGVRaaaxcZJuMvd3kWQrQStqJ8gj5Wf4eF,girl42671345,"Crypto 鈿女𒀭",kol,standard,0.00,0.0%,0,"kol"
CZb8RgXwrWQUv9xrcUEzuWqydPeBDqppTZSoexB4XtLN,PasanenJenni,"Jenni Pasanen",kol,standard,0.00,0.0%,25,"bluechip_owner, kol"
CVLPzePZjsM2d8MVVt5Qfq3A3qoXSHvxK1xCuPduA7q,GoldenCicada,"卷柏",kol,standard,0.00,0.0%,21,"kol"
FZAfVUVRfY5FFFj4rWxVcyG7NGvGMNetWXwf8Zx6MXSU,kaisi420,"伊藤开司",kol,standard,0.00,0.0%,10,"kol"
G5nxEXuFMfV74DSnsrSatqCW32F34XUnBeq3PfDS7w5E,FlippingProfits,"profit | eca.eth",kol,standard,0.00,0.0%,33577,"app_smart_money, axiom, kol, photon, top_followed, top_renamed, trojan"
2YJ6HvN7xh6WjkBrRUtMvojmN5PLQ2FPxQ6Nc322rAE5,JesuslVivas,"Jesus",kol,standard,0.00,0.0%,6,"kol"
4y5aEWAxPm78zmSyLyY3WTdGyipkyhN7sK2vyQPmyzWV,ImGetlowe,"Getlowe | RG",kol,standard,0.00,0.0%,10,"kol"
CbuVgKcbiQBaeTHGHJvnu6VCTmc71o8tvyVnQAvYSu4x,ImGetlowe,"Getlowe | RG",kol,standard,0.00,0.0%,12,"kol"
By46sSGj5fBTWttmcXePzUiBydSCrb1dYuTur2AeLf2A,rekt2160,"2160",kol,standard,0.00,0.0%,12,"kol"
BrT5kYQ125u6NaRKFKNiBnHak6X7MvcZSQ3LfQCB3sqg,zoruuuuu,"zoru",kol,standard,0.00,0.0%,666,"axiom, kol"
3nvC8cSrEBqFEXZjUpKfwZMPk7xYdqcnoxmFBjXiizVX,valueandtime,"Value & Time",kol,standard,0.00,0.0%,1406,"axiom, bullx, kol"
24ywRTze3X2fUez6mkC9WCaKPVdMF6ykgzLq7wavjvap,suji_yan,"Suji Yan 💜🔥🎭",kol,standard,0.00,0.0%,9,"kol"
Et8y1eZ4HrkGz7WPzPx9XJtEtSLnPpaPLwLCLa6wyU4o,hoppycat,"Hoppy Cat",kol,standard,0.00,0.0%,221,"kol"
CtKi39VFQRf2m8j8fkLzmJR6csxPVnWApLEGHmuAQWYb,wen5888888,"文",kol,standard,0.00,0.0%,1083,"gmgn, kol, photon"
GAF5ofe8Gf3dmnn9iZj96MfCAeo41Ms4WzuPTwUYRDQU,hubzify,"hubz",kol,standard,0.00,0.0%,9,"gmgn, kol"
GcuTkxgooGdkQEPaaCbGeuTAkHMezugiqgsqA7JB3sj5,zijing,"子敬",kol,standard,0.00,100.0%,44,"kol"
FEYmfSL4B3Hhk5BzyEJNpHRiwAoMvzdNe2oa1UTKmbYT,untaxxable,"idontpaytaxes",kol,standard,0.00,0.0%,2844,"kol, photon"
3StkrkMEmdiu9nER5qM3fNR1fCMdawUhGsihF2UkXrPP,jords,"jords",kol,standard,0.00,0.0%,13,"kol"
GChCthTuCEmPCjRS5U1ucKFoLEStpbJYoJzEzaFraWEb,ilmeaalim,"ilmeaalim.eth",kol,standard,0.00,0.0%,54,"bluechip_owner, kol"
5fhaENTKFwVNc8n1M4W7N6HEPDVpDJmxs4iNPWRBea5i,BTCBruce1,"Bruce",kol,standard,0.00,0.0%,25,"kol"
C3nLTNMK6Ao1s3J1CQhv8GbT3NoMmifWoi9PGEcYd9hP,,"",kol,standard,0.00,0.0%,12556,"app_smart_money, axiom, gmgn, kol, pepeboost"
6q7Ztp8HotPPK9pGmpJHDCG27qon6xVA6bNKZVVwdNgh,Crypto_Cat888,"CryptoCat|猫姐🐈",kol,standard,0.00,0.0%,90,"kol"
GTkh7Fz71EQetJK11uUh4wmJN2uz2e2cGdp3noG3pXnE,hubzify,"hubz",kol,standard,0.00,0.0%,3,"gmgn, kol"
Gddt7wCZfMgRomSiB24VvHpH3UVrMknbAZs6Jba2RFrJ,GuarEmperor,"GE",kol,standard,0.00,0.0%,17,"kol"
4g6tvkprKQL59q3bkFPXZewgALidYveqntwsCarBPnCy,GuarEmperor,"GE",kol,standard,0.00,0.0%,5,"kol"
E2gGhELBFsLersxp4r7CZ5Nm7TfPkFJyR2WD52ccSRG2,youngjazzeth,"jazz",kol,standard,0.00,0.0%,76,"kol"
GiFt2imDQ7C5yx6TCPfWNQhqSoTbnsMa68eMjGsUCCdH,BowTiedBobcat,"₿𝐨𝐛𝐜𝐚𝐭 💹🧲",kol,standard,0.00,0.0%,2,"kol"
9iQFHgTiEAwu6htPJSeFo2C5VwJGK3BKE4JTtEXxQiN9,DrClawSol,"Claw",kol,standard,0.00,0.0%,64,"axiom, bullx, gmgn, kol, padre"
7KvfofwtHJ7A5JAbYqLaLzEVH3LCjvPJjsMo3PRv6EmQ,,"",sniper,standard,0.00,0.0%,58,"snipe_bot"
4hBL4Z2Tvn2bCNqZniAxL82xviPJaTQeyKMdnLwsVt7L,,"",sniper,standard,0.00,0.0%,577,"snipe_bot"
26Ee9d3P7i29zQM2icy66txjPdX3HY8CgUT57zowrp5M,,"",sniper,standard,0.00,0.0%,60,"snipe_bot"
2AVZdSVGqn1vB6g1CuqYZdEAVgZEGcMc2barwpdjXP3D,,"",sniper,standard,0.00,0.0%,131,"gmgn, snipe_bot"
2D8LnvZHWgoxJULoPpJ1Ka2ZPgAsr8LTUGasYtDqduP7,,"",sniper,standard,0.00,0.0%,70,"snipe_bot"
2EVG2pDH44aweg5jMa7bnj7MW8w11ADLYQ7R3kLkKaV5,,"",sniper,standard,0.00,0.0%,56,"snipe_bot"
255MxrEJsRTcm8j2PGPD3tqXA6WjJxFM6HoDxnCxoRDr,,"",sniper,standard,0.00,0.0%,61,"snipe_bot"
2kchWAkQ5y56CbdGyvMCLaGbMyxR49BE44JmDwvhcTPZ,,"",sniper,standard,0.00,0.0%,72,"snipe_bot"
2p3i9M2AGsdvvCFsxkjGXFUndApN5AYJMPMgB7cJ8eWo,,"",sniper,standard,0.00,0.0%,61,"snipe_bot"
